# Left elbow, Right elbow, Left shoulder, Right shoulder, Left knee, Right knee, Left hip, Right hip, Label
115.61116680631716,78.79588629251738,59.05695285900729,20.08810220925722,20.8781439925612,153.07945074304365,169.89146370219618,85.45111664255519,Baby freeze
35.684631284025485,71.05320228717255,17.77279459196274,100.55597508762453,171.95882685847224,173.56617230222807,117.66205824299965,133.26630978306,Windmill
133.35925046945349,101.34156906348173,80.7930095409794,69.8793795936628,166.23976878274152,127.65931304558221,82.33929979426591,89.73655310082707,Windmill
107.97616448749615,148.65447544431436,130.3125986123615,147.69679896541462,155.53055929111022,178.63781424236834,155.1923228111261,117.74814880212035,Windmill
92.08899322736707,165.38546898808892,93.20865843180727,127.4814827265028,147.9914284117778,167.90668809188017,103.57559554735072,44.76106967051032,Windmill
59.49914159085035,10.646577274141299,56.817423230157274,43.51629596670404,140.24039151511187,179.69716292319782,128.2812223291496,141.53413870361504,Windmill
101.53327556974187,22.44386226639876,68.58130571541768,57.32791791241124,178.58092380299152,171.30341536297675,128.62312688122643,116.87465970381956,Windmill
77.97308469409998,16.627584253363665,37.55359948223011,53.812540011262,178.49254407663634,163.157314168645,98.09859593403998,126.27433702557892,Windmill
82.48996566841875,25.26577807624427,91.91844610965379,46.574603925138014,133.37211839666185,134.36146894672285,150.49051979385771,129.6907338883677,Windmill
69.51810988795637,57.34996159476386,15.451664287282261,15.164280737617252,139.81415398620743,129.36543639240548,155.96451442981632,67.32150993825323,Baby freeze
76.42866883436868,44.46442313340891,10.154854618989239,46.09141082647808,178.89066655052977,178.35587585766456,95.47266623978472,129.51326325524047,Windmill
114.45366324224516,105.09298799525682,52.898860027433045,44.12825447680846,119.17847582035151,107.64293154984254,102.55950147186502,88.04474997190998,Baby freeze
143.44639953975025,64.31475221482837,64.25304619823521,95.8387989691026,65.89648282298077,46.234052808466714,130.0421330666622,37.39298690005375,Baby freeze
89.44599591657607,158.0769755214954,50.386094956335654,37.941198155462715,154.21228050253626,172.4574996177413,49.67072422937743,15.675636853292692,Windmill
88.7793166799407,60.91507015482224,48.79117875862203,11.183891700249823,2.882804641413754,111.04822600942984,65.97348057682936,93.60889395955112,Baby freeze
92.18563253795834,31.3926903141051,21.0536410055786,31.412565103388346,22.926032355963144,66.20340273689173,0.3016533258096798,30.56138480226071,Baby freeze
87.51432746958793,88.93654216833774,34.63794306888859,20.85156072050519,7.522255642276108,57.17276636049199,176.69085992102785,146.87701424513392,Baby freeze
33.709720360830175,133.97141022502396,5.608368623002988,94.97572809152386,108.28261058594461,149.8461415925503,145.77555938045103,20.776123228202525,Baby freeze
13.969473341033126,42.35157485749964,9.083281583533646,16.250950877011984,161.89394139287685,150.8237214077746,174.56990549971104,149.96154728955477,Windmill
117.85293103912488,86.73470041448292,105.14808611961278,124.5465895795491,41.6799839107982,171.2868997387193,38.95123482524987,102.20228137820021,Windmill
109.57400625102362,118.99325132195592,87.4506063875984,70.04902327288364,175.84009763296552,178.51975447651316,160.1206599641032,166.79199490294462,Baby freeze
4.088822206944889,13.594981715718044,16.470357495523697,0.8306703460144084,178.69697304746657,179.9485356584493,178.19022300155083,178.70706834250748,Baby freeze
17.139693811837898,69.63610893272416,29.293035456841153,28.098567505161427,156.78868452071993,67.20970392770104,148.05466435209286,104.65727728816879,Windmill
179.1728426175474,20.414221228725104,150.3305121078887,51.67466052168687,119.74395370473336,103.07302492859806,26.357871461749166,50.23860302133532,Baby freeze
55.514579921783934,49.263018496344884,2.7319376221586342,81.74994705113757,170.7238967144808,150.68166761343133,168.21498425769494,148.28126975228244,Baby freeze
